Time,MAX,MIN,AVG
0.0,0.250128478,-0.0021882,0.119523466
0.005,0.242759705,-0.0021882,0.119269371
0.01,0.241235137,-0.008286489,0.11977756
0.015,0.243776083,-0.00599963,0.119523466
0.02,0.246825233,-0.01031925,0.119523466
0.025,0.245046571,-0.008286489,0.119523466
0.03,0.245300665,-0.001680009,0.119523466
0.035,0.25190714,-0.013622491,0.120031655
0.04,0.249620289,0.002893707,0.11977756
0.045,0.268169224,0.001115039,0.120539844
0.05,0.248603895,0.003147801,0.120793946
0.055,0.231071323,0.006705137,0.120285749
0.06,0.238186002,-0.00117182,0.121048033
0.065,0.238186002,0.001369134,0.120539844
0.07,0.248095721,-0.000155438,0.119523466
0.075,0.241997436,-0.0021882,0.120031655
0.08,0.237169608,-0.007270107,0.11977756
0.085,0.245300665,-0.024802687,0.11977756
0.09,0.259530008,-0.007270107,0.11977756
0.095,0.239456475,-0.007016012,0.11977756
0.1,0.239456475,-0.003204582,0.120031655
0.105,0.239456475,-0.004729154,0.11977756
0.11,0.256480843,0.001877325,0.120031655
0.115,0.240981042,-0.004220963,0.11977756
0.12,0.242759705,-0.008540584,0.11977756
0.125,0.238186002,0.00162323,0.120031655
0.13,0.23920238,-0.017688015,0.11977756
0.135,0.243776083,-0.006253725,0.11977756
0.14,0.240218759,0.004672373,0.120285749
0.145,0.241489232,-0.001425914,0.120793946
0.15,0.243776083,-0.003458677,0.121302135
0.155,0.246571139,0.005180564,0.120539844
0.16,0.229546741,-0.002696391,0.121302135
0.165,0.250636667,-0.000663629,0.120793946
0.17,0.260038167,-0.010827443,0.120285749
0.175,0.244030192,-0.000663629,0.120031655
0.18,0.247333422,-0.025310876,0.11977756
0.185,0.243776083,0.003147801,0.120031655
0.19,0.239964664,-0.006761918,0.120031655
0.195,0.243521988,-0.010573348,0.11977756
0.2,0.24250561,-0.005237345,0.120285749
0.205,0.246571139,0.001369134,0.120031655
0.21,0.244538382,-0.001425914,0.120285749
0.215,0.233104095,0.007467423,0.120285749
0.22,0.240726948,-0.010827443,0.11977756
0.225,0.249620289,-0.009048773,0.120031655
0.23,0.252923518,-0.006253725,0.11977756
0.235,0.24250561,-0.000663629,0.120031655
0.24,0.239964664,-0.0021882,0.120539844
0.245,0.248349816,0.000606848,0.120793946
0.25,0.251653045,-0.011843825,0.120793946
0.255,0.241743326,-0.00117182,0.120285749
0.26,0.240726948,-0.007270107,0.121048033
0.265,0.259530008,-0.01031925,0.120031655
0.27,0.240472853,-0.001934106,0.11977756
0.275,0.248603895,-0.001680009,0.120031655
0.28,0.239964664,-0.004983248,0.11977756
0.285,0.252669424,-0.002696391,0.120031655
0.29,0.235899135,-0.008286489,0.120031655
0.295,0.238948286,-0.009048773,0.11977756
0.3,0.238186002,-0.008032395,0.120031655
0.305,0.24555476,-0.005237345,0.11977756
0.31,0.271472484,-0.005491439,0.120285749
0.315,0.243521988,-0.009556966,0.120031655
0.32,0.235899135,-0.005237345,0.119523466
0.325,0.241997436,0.005180564,0.120031655
0.33,0.237169608,-0.008032395,0.120031655
0.335,0.25190714,-0.004475059,0.11977756
0.34,0.253177613,0.005180564,0.120031655
0.345,0.245808855,0.004926469,0.120793946
0.35,0.239964664,-0.00650782,0.121048033
0.355,0.244030192,0.002893707,0.120539844
0.36,0.244284287,-0.003966868,0.121048033
0.365,0.234120473,-0.018704398,0.120539844
0.37,0.238186002,-0.010065155,0.11977756
0.375,0.240726948,-0.017179826,0.120031655
0.38,0.249112099,-0.019466681,0.11977756
0.385,0.235390946,-0.004983248,0.120285749
0.39,0.235645041,-0.017688015,0.120031655
0.395,0.255464464,-0.014384778,0.120031655
0.4,0.243521988,-0.010827443,0.120285749
0.405,0.239456475,-0.003966868,0.11977756
0.41,0.255972654,-0.01590935,0.120031655
0.415,0.252161235,-0.005745536,0.120031655
0.42,0.240472853,-0.007016012,0.120031655
0.425,0.238186002,-0.012606109,0.120285749
0.43,0.250382572,-0.001934106,0.120031655
0.435,0.246571139,-0.012606109,0.120285749
0.44,0.24555476,-0.009811061,0.120285749
0.445,0.239456475,-0.005491439,0.120793946
0.45,0.240981042,0.003401898,0.121556222
0.455,0.23615323,-0.003458677,0.120793946
0.46,0.247587517,-0.010573348,0.121556222
0.465,0.240472853,0.000606848,0.120793946
0.47,0.239456475,-0.025056781,0.120539844
0.475,0.241997436,-0.007524202,0.120285749
0.48,0.240472853,-0.001934106,0.120031655
0.485,0.237169608,-0.001680009,0.120031655
0.49,0.252415329,-0.003204582,0.120031655
0.495,0.250890762,-0.012352014,0.120031655
0.5,0.247079343,0.002893707,0.120285749
0.505,0.244284287,-0.016671633,0.11977756
0.51,0.236661419,0.001115039,0.120031655
0.515,0.237169608,0.004164184,0.120031655
0.52,0.24250561,-0.016163444,0.11977756
0.525,0.262579143,-0.012097919,0.120031655
0.53,0.252415329,0.003147801,0.119523466
0.535,0.255972654,0.002131421,0.120031655
0.54,0.239456475,-0.006253725,0.11977756
0.545,0.25190714,-0.0021882,0.120793946
0.55,0.241997436,-0.010065155,0.121048033
0.555,0.241235137,0.005180564,0.120539844
0.56,0.252415329,0.000352753,0.121302135
0.565,0.239964664,-0.00117182,0.120793946
0.57,0.254448086,-0.025056781,0.120285749
0.575,0.244538382,-0.024548588,0.120031655
0.58,0.246062949,-0.0021882,0.120031655
0.585,0.233104095,-0.002696391,0.120031655
0.59,0.234374568,-0.005237345,0.120031655
0.595,0.241997436,-0.008540584,0.120031655
0.6,0.242759705,-0.01590935,0.120031655
0.605,0.243013814,-0.011081537,0.11977756
0.61,0.243013814,-0.0021882,0.120031655
0.615,0.235899135,0.005180564,0.120031655
0.62,0.248349816,-0.010827443,0.11977756
0.625,0.242251515,-0.007016012,0.120031655
0.63,0.241743326,-0.005237345,0.11977756
0.635,0.235136852,-0.001680009,0.120285749
0.64,0.249112099,-0.00599963,0.120539844
0.645,0.244284287,-0.011589726,0.121048033
0.65,0.246317044,0.003910087,0.121556222
0.655,0.25521037,-0.009048773,0.120793946
0.66,0.24250561,-0.002696391,0.121302135
0.665,0.253939897,-0.000663629,0.121048033
0.67,0.244792461,0.003655992,0.120285749
0.675,0.24885799,-0.002950486,0.120539844
0.68,0.241997436,0.002893707,0.120031655
0.685,0.264103711,-0.01031925,0.120285749
0.69,0.243267909,9.8657e-05,0.120285749
0.695,0.234628648,-0.006253725,0.120031655
0.7,0.243776083,-0.00117182,0.120285749
0.705,0.242759705,-0.004729154,0.11977756
0.71,0.256734937,0.000860944,0.120539844
0.715,0.241489232,-0.010065155,0.120031655
0.72,0.245808855,-0.007016012,0.120031655
0.725,0.240981042,-0.010065155,0.120285749
0.73,0.242759705,-0.008032395,0.120031655
0.735,0.253685802,-0.009556966,0.120031655
0.74,0.237169608,-0.006761918,0.120285749
0.745,0.251653045,-0.007778296,0.120031655
0.75,0.255718559,-0.023024017,0.121048033
0.755,0.243521988,0.004418278,0.120793946
0.76,0.253939897,-0.005237345,0.121302135
0.765,0.242759705,0.000860944,0.121048033
0.77,0.249620289,-0.019974874,0.120793946
0.775,0.239710554,-0.003712773,0.121048033
0.78,0.25190714,-0.013368396,0.120031655
0.785,0.235136852,0.002131421,0.120031655
0.79,0.243267909,0.001877325,0.120031655
0.795,0.238440081,-0.010573348,0.120031655
0.8,0.236661419,-0.00117182,0.120031655
0.805,0.240726948,-0.00117182,0.120285749
0.81,0.246062949,-0.020228969,0.120285749
0.815,0.240726948,-0.003204582,0.120285749
0.82,0.247841612,-0.011843825,0.120031655
0.825,0.24555476,-0.000663629,0.120285749
0.83,0.238186002,-0.013622491,0.120285749
0.835,0.246571139,-0.000155438,0.120031655
0.84,0.237423703,-0.034966499,0.120285749
0.845,0.244538382,-0.026835447,0.120031655
0.85,0.245300665,-0.008032395,0.121556222
0.855,0.246062949,-0.000155438,0.121048033
0.86,0.236661419,-0.008540584,0.121048033
0.865,0.243521988,0.002131421,0.121302135
0.87,0.244538382,0.006196946,0.121048033
0.875,0.23920238,-0.006761918,0.120539844
0.88,0.237169608,-0.003966868,0.120285749
0.885,0.249366194,-0.012352014,0.120031655
0.89,0.240726948,0.00263961,0.120285749
0.895,0.246825233,-0.010065155,0.120031655
0.9,0.245300665,-0.003712773,0.120031655
0.905,0.234628648,-0.002950486,0.120285749
0.91,0.233104095,-0.016163444,0.120285749
0.915,0.252669424,-0.008286489,0.120285749
0.92,0.249620289,-0.006253725,0.120031655
0.925,0.247841612,-0.004220963,0.120031655
0.93,0.231071323,-0.005745536,0.120285749
0.935,0.239456475,0.002893707,0.11977756
0.94,0.241489232,-0.004729154,0.120285749
0.945,0.252415329,-0.002442297,0.120285749
0.95,0.247079343,-0.01972078,0.121048033
0.955,0.244030192,-0.004729154,0.121302135
0.96,0.246571139,0.007975614,0.120793946
0.965,0.24885799,-0.007270107,0.121556222
0.97,0.251398951,-0.017433921,0.120539844
0.975,0.248603895,-0.005491439,0.120031655
0.98,0.245300665,-0.00650782,0.120031655
0.985,0.243013814,-0.014892967,0.120031655
0.99,0.246825233,-0.00117182,0.120285749
0.995,0.242251515,-0.009556966,0.120285749
1.0,0.252669424,0.005688755,0.120031655
1.005,0.240726948,-0.01031925,0.120285749
1.01,0.237169608,-0.00117182,0.120031655
1.015,0.245808855,-0.012606109,0.120031655
1.02,0.240981042,-0.00117182,0.120031655
1.025,0.246825233,-0.000663629,0.120031655
1.03,0.246317044,-0.004729154,0.120285749
1.035,0.252923518,0.000352753,0.120031655
1.04,0.257497221,-0.01031925,0.120285749
1.045,0.245046571,0.005688755,0.121048033
1.05,0.247333422,-0.007778296,0.121048033
1.055,0.238440081,-0.00650782,0.121302135
1.06,0.26130867,-0.008540584,0.120793946
1.065,0.238186002,-0.005491439,0.121556222
1.07,0.248603895,-0.008540584,0.120539844
1.075,0.238440081,-0.028105924,0.120031655
1.08,0.263595521,-0.008794678,0.120285749
1.085,0.237423703,-0.000409532,0.120031655
1.09,0.247333422,-0.004983248,0.120031655
1.095,0.247841612,-0.013876585,0.120285749
1.1,0.245808855,-0.008540584,0.120031655
1.105,0.251653045,-0.008032395,0.120285749
1.11,0.235899135,-0.016163444,0.120031655
1.115,0.241997436,-0.007524202,0.120031655
1.12,0.244538382,-0.026835447,0.120285749
1.125,0.238948286,-0.005745536,0.120031655
1.13,0.249620289,0.001877325,0.120539844
1.135,0.238186002,-0.001680009,0.120031655
1.14,0.24885799,-0.0021882,0.120285749
1.145,0.24555476,-0.0021882,0.121048033
1.15,0.243267909,-0.009556966,0.121048033
1.155,0.246062949,-0.003204582,0.121556222
1.16,0.248095721,0.003910087,0.120793946
1.165,0.234882757,-0.013114301,0.121302135
1.17,0.23920238,0.005942849,0.120793946
1.175,0.253431708,-0.016671633,0.120285749
1.18,0.253939897,-0.009048773,0.120539844
1.185,0.252415329,0.003147801,0.120031655
1.19,0.247587517,-0.00650782,0.120285749
1.195,0.25190714,-0.003458677,0.120031655
1.2,0.248349816,-0.007270107,0.120031655
1.205,0.256989032,0.002385516,0.120285749
1.21,0.237677798,0.003655992,0.120285749
1.215,0.264103711,-0.007270107,0.120285749
1.22,0.254193991,-0.01972078,0.120539844
1.225,0.243521988,0.002131421,0.120285749
1.23,0.239456475,-0.013876585,0.120539844
1.235,0.265374184,-0.000409532,0.120285749
1.24,0.238694176,-0.008032395,0.121048033
1.245,0.238948286,-0.000663629,0.121302135
1.25,0.253431708,-0.000663629,0.121048033
1.255,0.249620289,0.000860944,0.121556222
1.26,0.249112099,0.002893707,0.121048033
1.265,0.258259535,-0.008286489,0.121302135
1.27,0.247841612,-0.009302871,0.120285749
1.275,0.246062949,-0.000155438,0.120285749
1.28,0.246825233,-0.007270107,0.120285749
1.285,0.243013814,0.001369134,0.120285749
1.29,0.232341796,-0.008286489,0.120031655
1.295,0.244538382,-0.019212587,0.120285749
1.3,0.251398951,0.006196946,0.120031655
1.305,0.256480843,-0.01413068,0.120031655
1.31,0.240472853,-0.009302871,0.11977756
1.315,0.233104095,0.001115039,0.120031655
1.32,0.238440081,-0.015147062,0.120031655
1.325,0.249112099,-0.001680009,0.120031655
1.33,0.241489232,-0.003204582,0.120031655
1.335,0.250382572,-0.010573348,0.120031655
1.34,0.244030192,-0.000155438,0.120539844
1.345,0.245300665,-0.007524202,0.120793946
1.35,0.247841612,0.006705137,0.121302135
1.355,0.251653045,-0.001425914,0.121302135
1.36,0.240726948,-0.01413068,0.121048033
1.365,0.250128478,-0.005237345,0.121302135
1.37,0.254702181,-0.000663629,0.120031655
1.375,0.249366194,-0.001934106,0.120031655
1.38,0.269947886,9.8657e-05,0.120285749
1.385,0.24555476,-0.007778296,0.120031655
1.39,0.244792461,0.004672373,0.120031655
1.395,0.247079343,-0.002696391,0.11977756
1.4,0.244030192,-0.005491439,0.11977756
1.405,0.245808855,-0.004475059,0.120031655
1.41,0.272742957,-0.005745536,0.120031655
1.415,0.245808855,0.000606848,0.120031655
1.42,0.240981042,-0.000155438,0.120031655
1.425,0.239710554,-0.007778296,0.11977756
1.43,0.24250561,-0.010065155,0.120031655
1.435,0.25190714,-0.00599963,0.11977756
1.44,0.238186002,-0.002950486,0.120285749
1.445,0.238186002,-0.005491439,0.120539844
1.45,0.271980673,-0.005745536,0.121302135
1.455,0.230563134,0.000606848,0.121048033
1.46,0.250382572,0.003910087,0.120793946
1.465,0.241235137,0.006705137,0.121302135
1.47,0.254702181,0.005180564,0.120031655
1.475,0.247587517,0.001369134,0.120285749
1.48,0.258513629,-0.023278112,0.120031655
1.485,0.235136852,-0.003966868,0.120031655
1.49,0.236661419,0.004418278,0.120285749
1.495,0.263595521,-0.01413068,0.120285749
1.5,0.235645041,-0.010573348,0.120285749
1.505,0.241489232,-0.001425914,0.120031655
1.51,0.240981042,0.000860944,0.120031655
1.515,0.248095721,-0.020228969,0.120031655
1.52,0.2646119,0.000606848,0.11977756
1.525,0.246571139,-0.002442297,0.11977756
1.53,0.237931907,-0.003712773,0.11977756
1.535,0.236661419,-0.017688015,0.11977756
1.54,0.255464464,-0.001425914,0.120793946
1.545,0.241489232,0.009500185,0.120539844
1.55,0.237931907,0.003401898,0.121048033
1.555,0.249874368,-0.013114301,0.120539844
1.56,0.247841612,-0.013622491,0.120793946
1.565,0.238694176,-0.013368396,0.120285749
1.57,0.238948286,-0.00650782,0.11977756
1.575,0.237169608,-0.001934106,0.11977756
1.58,0.233866379,-0.0021882,0.120031655
1.585,0.240981042,0.001877325,0.11977756
1.59,0.250636667,-0.006253725,0.11977756
1.595,0.254448086,-0.025819065,0.11977756
1.6,0.247333422,-0.004983248,0.120285749
