Time,MAX,MIN,AVG
0.0,0.098179452,-0.017179826,0.040499814
0.005,0.090302505,-0.01794211,0.040245719
0.01,0.110884219,-0.029630495,0.040499814
0.015,0.10402365,-0.030138688,0.040245719
0.02,0.096146695,-0.012860203,0.039483435
0.025,0.092589356,-0.017179826,0.039483435
0.03,0.098941743,-0.012606109,0.039229341
0.035,0.094113931,-0.011081537,0.039229341
0.04,0.09462212,-0.01031925,0.039991625
0.045,0.096146695,-0.018196205,0.041262101
0.05,0.105548225,-0.007016012,0.041262101
0.055,0.096146695,-0.010827443,0.041008007
0.06,0.090556592,-0.012606109,0.040753908
0.065,0.089794308,-0.009556966,0.040245719
0.07,0.088523835,-0.018450303,0.039483435
0.075,0.088015638,-0.016671633,0.039483435
0.08,0.089540213,-0.012606109,0.039229341
0.085,0.093351647,-0.01413068,0.039229341
0.09,0.101482697,-0.011589726,0.03973753
0.095,0.09640079,-0.014384778,0.040753908
0.1,0.090556592,-0.013114301,0.040753908
0.105,0.095130309,-0.011335632,0.040499814
0.11,0.091572978,-0.010065155,0.039991625
0.115,0.093859836,-0.015147062,0.039991625
0.12,0.095638499,-0.014638873,0.03973753
0.125,0.101736791,-0.031409167,0.039483435
0.13,0.092589356,-0.022515828,0.039483435
0.135,0.093859836,-0.009302871,0.039483435
0.14,0.090048403,-0.008286489,0.040753908
0.145,0.093351647,-0.011589726,0.041262101
0.15,0.09640079,-0.016417539,0.041008007
0.155,0.093097545,-0.010573348,0.040753908
0.16,0.095892601,-0.018704398,0.040753908
0.165,0.099449933,-0.013876585,0.039991625
0.17,0.088015638,-0.011589726,0.039229341
0.175,0.085474692,-0.013114301,0.039229341
0.18,0.097671263,-0.013114301,0.038975243
0.185,0.097671263,-0.015147062,0.039483435
0.19,0.098941743,-0.011081537,0.040753908
0.195,0.090048403,-0.017688015,0.041008007
0.2,0.093859836,-0.019212587,0.040499814
0.205,0.102244981,-0.011589726,0.040245719
0.21,0.091064788,-0.01413068,0.03973753
0.215,0.10402365,-0.021245351,0.039483435
0.22,0.093097545,-0.016163444,0.039229341
0.225,0.112662897,-0.026073163,0.039229341
0.23,0.102244981,-0.023786305,0.039229341
0.235,0.097671263,-0.02734364,0.03973753
0.24,0.109613746,-0.015655255,0.041262101
0.245,0.108851463,-0.014638873,0.041262101
0.25,0.096146695,-0.018450303,0.040753908
0.255,0.114441559,-0.015655255,0.040499814
0.26,0.104277745,-0.029884594,0.040245719
0.265,0.101482697,-0.019212587,0.039991625
