Time,MAX,MIN,AVG
0.0,0.067433923,0.003910087,0.036180194
0.005,0.068704396,0.005942849,0.036180194
0.01,0.065147065,0.004672373,0.0359261
0.015,0.066163443,0.00162323,0.036180194
0.02,0.065655254,0.004672373,0.0359261
0.025,0.06489297,0.004926469,0.0359261
0.03,0.065909348,0.006451041,0.036180194
0.035,0.07251583,0.004164184,0.036434289
0.04,0.066163443,0.003401898,0.036434289
0.045,0.067433923,0.00543466,0.036180194
0.05,0.067433923,0.002893707,0.036434289
0.055,0.069720782,0.004926469,0.036180194
0.06,0.066417538,0.00543466,0.036180194
0.065,0.07251583,0.003147801,0.036180194
0.07,0.067688018,0.004672373,0.036180194
0.075,0.068704396,0.004164184,0.036180194
0.08,0.066417538,0.003147801,0.036180194
0.085,0.065655254,0.006705137,0.0359261
0.09,0.075564973,0.00162323,0.036180194
0.095,0.066925734,0.001369134,0.036180194
0.1,0.068704396,0.004164184,0.036180194
0.105,0.068704396,0.003147801,0.036180194
0.11,0.067433923,0.00543466,0.036180194
0.115,0.069212586,0.005688755,0.036180194
0.12,0.069212586,0.007467423,0.036180194
0.125,0.067942113,0.005688755,0.036180194
0.13,0.066925734,0.005688755,0.036434289
0.135,0.064130679,0.006196946,0.036434289
0.14,0.068958491,0.005688755,0.036180194
0.145,0.069974877,0.007721517,0.036434289
0.15,0.068196207,0.004926469,0.036180194
0.155,0.070483066,0.001877325,0.036180194
0.16,0.067179829,0.006959232,0.036180194
0.165,0.067433923,0.004418278,0.036180194
0.17,0.068704396,0.004672373,0.036180194
0.175,0.068450302,0.00162323,0.036180194
0.18,0.066163443,0.003401898,0.0359261
0.185,0.072007634,0.002131421,0.0359261
0.19,0.066417538,0.003910087,0.0359261
0.195,0.065909348,0.003655992,0.0359261
0.2,0.067179829,0.004672373,0.0359261
0.205,0.066163443,-0.00117182,0.0359261
0.21,0.066671632,0.004672373,0.0359261
0.215,0.066671632,0.004418278,0.036180194
0.22,0.065909348,0.005942849,0.036180194
0.225,0.07302402,0.005942849,0.036180194
0.23,0.065655254,0.003910087,0.036180194
0.235,0.070991255,0.003147801,0.036434289
0.24,0.067942113,0.004672373,0.036180194
0.245,0.066163443,0.006959232,0.036180194
0.25,0.068196207,0.006705137,0.036434289
0.255,0.070483066,0.006705137,0.036180194
0.26,0.065655254,0.00543466,0.036180194
0.265,0.065401159,0.003147801,0.036180194
0.27,0.066417538,0.003910087,0.0359261
0.275,0.073532209,0.003910087,0.0359261
0.28,0.067688018,0.003655992,0.0359261
0.285,0.065401159,0.005180564,0.0359261
0.29,0.06946668,0.004164184,0.036180194
0.295,0.070483066,0.00543466,0.0359261
0.3,0.067179829,0.005688755,0.036180194
0.305,0.068450302,0.004418278,0.036180194
0.31,0.068450302,0.005180564,0.0359261
0.315,0.068196207,0.002893707,0.0359261
0.32,0.068958491,0.005688755,0.0359261
0.325,0.068704396,0.004418278,0.0359261
0.33,0.067433923,0.004926469,0.036434289
0.335,0.071753539,0.008229708,0.036180194
0.34,0.064638875,0.005180564,0.036434289
0.345,0.070991255,0.006196946,0.036434289
0.35,0.064130679,0.005688755,0.036180194
0.355,0.066417538,0.004418278,0.036180194
0.36,0.066417538,0.003910087,0.0359261
0.365,0.066671632,0.003401898,0.036180194
0.37,0.066163443,0.006451041,0.0359261
0.375,0.065655254,0.005180564,0.0359261
0.38,0.064638875,0.005688755,0.0359261
0.385,0.068958491,0.003910087,0.0359261
0.39,0.066671632,0.005180564,0.0359261
0.395,0.066163443,0.007721517,0.036180194
0.4,0.068704396,0.00543466,0.0359261
0.405,0.066671632,0.006196946,0.036180194
0.41,0.067688018,0.005688755,0.036180194
0.415,0.065401159,0.004418278,0.0359261
0.42,0.068704396,0.004418278,0.036180194
0.425,0.067688018,0.004672373,0.036180194
0.43,0.067688018,0.003401898,0.036180194
0.435,0.066925734,0.003147801,0.036180194
0.44,0.070228972,0.00543466,0.036180194
0.445,0.066417538,0.004926469,0.036434289
0.45,0.068196207,0.006451041,0.036180194
0.455,0.067942113,0.006451041,0.0359261
0.46,0.065655254,0.005180564,0.036180194
0.465,0.067688018,0.002385516,0.0359261
0.47,0.064638875,9.8657e-05,0.0359261
0.475,0.066925734,0.003401898,0.0359261
0.48,0.067179829,0.004672373,0.0359261
0.485,0.065401159,0.005180564,0.036180194
0.49,0.066163443,0.006451041,0.036180194
0.495,0.068704396,0.000860944,0.036180194
0.5,0.067433923,0.003655992,0.036180194
0.505,0.06946668,0.004672373,0.036180194
0.51,0.067179829,0.00162323,0.036180194
0.515,0.067942113,0.007213326,0.036180194
0.52,0.069974877,0.003910087,0.036180194
0.525,0.068196207,0.008483803,0.036180194
0.53,0.066163443,0.004672373,0.036434289
0.535,0.064638875,0.006196946,0.036180194
0.54,0.068450302,0.006705137,0.036434289
0.545,0.068196207,0.002893707,0.036180194
0.55,0.068704396,0.006196946,0.036434289
0.555,0.067942113,0.003401898,0.036180194
0.56,0.066417538,0.003401898,0.036180194
0.565,0.07124535,0.006959232,0.036180194
0.57,0.069212586,0.004672373,0.0359261
0.575,0.067942113,0.004164184,0.0359261
0.58,0.06946668,0.006705137,0.036180194
0.585,0.066925734,0.005688755,0.0359261
